CityID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max temp,Wind Speed
370,Luwero,98,UG,1580261349,98,0.85,32.47,63.77,2.59
371,Iraq,100,IQ,1580261229,66,33.0,44.0,51.8,6.93
372,Saurimo,99,AO,1580261349,95,-9.66,20.39,67.1,0.85
373,Itarema,100,BR,1580261349,82,-2.92,-39.92,76.93,4.32
374,Bhera,100,PK,1580261350,90,32.48,72.91,51.28,2.44
375,Port Elizabeth,75,ZA,1580261350,77,-33.92,25.57,68.0,11.41
376,La Sarre,43,CA,1580261198,95,48.8,-79.2,3.18,4.74
377,Solnechnyy,99,RU,1580261350,89,50.72,136.63,9.88,6.69
378,Sompeta,25,IN,1580261350,92,18.93,84.6,68.36,4.27
379,Takapau,67,NZ,1580261350,59,-40.03,176.35,79.0,11.01
380,Kavieng,39,PG,1580261350,79,-2.57,150.8,83.97,11.77
381,Khor,86,RU,1580261350,96,47.89,134.95,-1.34,3.65
382,Olafsvik,39,IS,1580261351,71,64.89,-23.71,31.82,13.13
383,Nanortalik,54,GL,1580261351,69,60.14,-45.24,24.73,12.68
384,Luganville,89,VU,1580261351,70,-15.53,167.17,83.35,7.74
385,Marsaxlokk,40,MT,1580261351,76,35.84,14.54,57.0,8.05
386,Nuuk,75,GL,1580261351,78,64.18,-51.72,10.4,11.41
387,Bardiyah,8,LY,1580261351,77,31.76,25.09,58.26,16.17
388,Provideniya,0,RU,1580261351,70,64.38,-173.3,-5.8,4.47
389,Alofi,40,NU,1580261144,74,-19.06,-169.92,86.0,6.93
390,Balkanabat,0,TM,1580261352,42,39.51,54.37,40.87,14.27
391,Rundu,78,NA,1580261352,69,-17.93,19.77,70.47,1.79
392,Mandalgovi,0,MN,1580261352,81,45.76,106.27,2.97,6.49
393,Yuxia,0,CN,1580261352,92,34.06,108.63,37.0,2.24
394,Dunedin,57,NZ,1580261352,66,-45.87,170.5,71.01,12.24
395,Iskateley,59,RU,1580261353,99,67.68,53.15,-16.01,7.31
396,Sao Filipe,91,CV,1580261353,58,14.9,-24.5,72.82,19.57
397,Geraldton,40,AU,1580261353,64,-28.77,114.6,75.2,16.11
398,Chulucanas,98,PE,1580261353,73,-5.09,-80.16,70.18,3.62
399,Priyutnoye,100,RU,1580261353,93,46.1,43.51,33.01,11.01
400,Koungou,86,YT,1580261353,83,-12.73,45.2,82.4,4.7
401,Disna,100,BY,1580261353,92,55.57,28.2,32.52,10.83
402,Talaya,100,RU,1580261354,98,61.38,152.75,-15.03,4.61
403,Novo Aripuana,100,BR,1580261354,85,-5.12,-60.38,76.41,0.34
404,Maniitsoq,46,GL,1580261354,65,65.42,-52.9,7.11,6.06
405,Nalut,0,LY,1580261354,54,30.33,10.85,53.13,9.66
406,Comodoro Rivadavia,75,AR,1580261354,26,-45.87,-67.5,69.8,14.99
407,Shingu,75,JP,1580261354,76,33.73,135.98,53.6,10.29
408,Torbay,90,CA,1580261354,100,47.67,-52.73,30.0,5.82
409,Erbil,100,IQ,1580261355,60,36.19,44.01,46.09,3.76
410,Consolacion del Sur,48,CU,1580261355,89,22.5,-83.51,71.22,4.9
411,Tapes,0,BR,1580261355,85,-30.67,-51.4,69.64,6.15
412,Voznesenye,100,RU,1580261355,87,61.01,35.48,19.6,9.71
413,Pisco,90,PE,1580261355,83,-13.7,-76.22,75.2,6.93
414,Moose Factory,90,CA,1580261355,84,51.26,-80.61,3.2,6.93
415,Kuching,75,MY,1580261355,94,1.55,110.33,77.0,6.93
416,Obidos,81,BR,1580261172,72,-1.92,-55.52,80.47,3.29
417,Ishigaki,75,JP,1580261356,82,24.34,124.16,60.8,9.17
418,Sokolo,11,ML,1580261356,4,14.73,-6.12,71.69,9.13
419,Nuevitas,20,CU,1580261356,65,21.55,-77.26,77.0,6.93
420,Teguise,2,ES,1580261356,59,29.06,-13.56,62.6,8.05
421,Zhalantun,0,CN,1580261356,86,48.0,122.72,4.69,5.3
422,Sur,0,OM,1580261357,50,22.57,59.53,62.87,9.8
423,Bourail,91,NC,1580261357,53,-21.57,165.48,84.63,2.44
424,Svetlaya,100,RU,1580261357,88,46.54,138.33,18.9,16.93
425,Krasnosel'kup,95,RU,1580261357,97,65.7,82.47,-3.33,11.81
426,Ciudad Bolivar,53,VE,1580261357,53,8.12,-63.55,86.0,10.96
427,Acajutla,0,SV,1580261357,72,13.59,-89.83,80.89,5.14
428,Elmvale,90,CA,1580261357,86,44.58,-79.87,28.4,3.36
429,Lakatoro,75,VU,1580261358,78,-16.1,167.42,86.0,10.29
430,Vanavara,100,RU,1580261358,95,60.34,102.28,10.49,2.51
431,Ilulissat,100,GL,1580261358,59,69.22,-51.1,1.4,9.17
432,Nelson Bay,75,AU,1580261358,78,-32.72,152.15,80.01,14.99
433,Porbandar,0,IN,1580261358,59,21.64,69.61,68.63,15.26
434,Chapleau,90,CA,1580261358,92,47.84,-83.4,10.4,8.05
435,Phan Thiet,61,VN,1580261359,83,10.93,108.1,69.75,2.17
436,Santiago del Estero,2,AR,1580261359,43,-27.8,-64.26,84.09,12.64
437,Vrangel,100,RU,1580261359,63,42.73,133.08,32.74,3.94
438,Kununurra,44,AU,1580261359,56,-15.77,128.73,93.2,3.36
439,Harper,83,LR,1580261359,86,4.38,-7.72,78.01,2.21
440,Mandera,87,KE,1580261359,37,3.94,41.87,85.69,11.79
441,Chekhov,90,RU,1580261335,96,55.14,37.47,32.0,6.71
442,Mattru,1,SL,1580261359,91,7.62,-11.83,76.14,2.55
443,Kiryat Gat,40,IL,1580261163,87,31.61,34.76,53.6,8.05
444,Banda Aceh,100,ID,1580261116,91,5.56,95.32,72.23,1.59
445,San Patricio,0,MX,1580261360,64,19.22,-104.7,76.57,5.91
446,Kumba,88,CM,1580261360,75,4.64,9.45,76.78,3.62
447,Lalin,90,ES,1580261360,100,42.72,-8.12,57.0,8.05
448,Port Hawkesbury,90,CA,1580261360,92,45.62,-61.35,32.0,8.05
449,Karasjok,100,NO,1580261360,71,69.47,25.51,8.6,57.49
450,Chui,0,UY,1580261360,80,-33.7,-53.46,68.29,13.6
451,Oddur,80,SO,1580261106,64,4.12,43.89,71.46,16.84
452,Vestmannaeyjar,0,IS,1580261361,67,63.44,-20.27,34.99,8.1
453,Waitati,57,NZ,1580261361,53,-45.75,170.57,71.01,14.0
454,Anadyr,75,RU,1580261361,84,64.75,177.48,3.2,4.47
455,Port Hedland,31,AU,1580261361,66,-20.32,118.57,89.6,10.29
456,Vasil'sursk,100,RU,1580261361,94,56.13,46.01,14.81,9.89
457,Tabou,83,CI,1580261361,86,4.42,-7.35,78.01,2.21
458,Vila Franca do Campo,75,PT,1580261361,88,37.72,-25.43,64.4,20.8
459,Mpika,100,ZM,1580261362,99,-11.83,31.45,61.52,2.26
460,Muroto,20,JP,1580261362,54,33.28,134.15,55.4,14.99
461,Iqaluit,5,CA,1580261362,60,63.75,-68.51,-25.01,25.28
462,Izumo,75,JP,1580261362,66,35.37,132.77,50.0,10.29
463,Meulaboh,100,ID,1580261362,74,4.14,96.13,81.03,1.77
464,Tautira,40,PF,1580261362,62,-17.73,-149.15,89.6,6.93
465,Taperoa,15,BR,1580261362,40,-7.21,-36.83,85.73,11.59
466,Garoowe,86,SO,1580261281,62,8.41,48.48,65.07,10.92
467,Maridi,88,SS,1580261363,19,4.92,29.47,67.37,4.81
468,Portland,90,US,1580261227,87,45.52,-122.68,51.8,11.41
469,Paranapanema,35,BR,1580261363,89,-23.39,-48.72,70.36,9.06
470,Camacupa,100,AO,1580261363,97,-12.02,17.48,63.1,3.67
471,Channel-Port aux Basques,100,CA,1580261363,80,47.57,-59.14,29.7,13.58
472,Nouakchott,1,MR,1580261206,12,18.09,-15.98,71.6,6.93
473,Groton,90,US,1580261363,64,41.35,-72.08,37.99,9.17
474,Tual,50,ID,1580261364,80,-5.67,132.75,83.7,18.7
475,Yakima,1,US,1580261364,75,46.47,-120.67,46.99,1.03
476,Angoche,100,MZ,1580261364,98,-16.23,39.91,73.53,5.08
477,Ploemeur,100,FR,1580261364,87,47.73,-3.43,48.0,10.29
478,Antsirabe,8,MG,1580261364,97,-19.85,47.03,58.78,1.61
479,La Spezia,20,IT,1580261364,76,44.11,9.84,55.99,20.8
480,Bouca,40,CF,1580261365,20,6.51,18.27,70.16,3.76
481,Faya,40,SA,1580261365,76,18.39,42.45,55.4,5.82
482,Cam Ranh,20,VN,1580261365,88,11.92,109.16,78.8,1.12
483,Amahai,40,ID,1580261365,74,-3.33,128.92,84.22,11.45
484,Magadan,50,RU,1580261365,93,59.57,150.8,5.47,2.89
485,Assiut,0,EG,1580261319,70,27.18,31.18,48.2,4.7
486,Tartagal,26,AR,1580261365,56,-22.52,-63.8,77.86,4.38
487,Kodinsk,100,RU,1580261366,96,58.69,99.18,13.17,2.93
488,Chaguanas,20,TT,1580261366,83,10.52,-61.42,79.0,9.33
489,Calabozo,38,VE,1580261366,34,8.92,-67.43,86.32,4.76
490,Fallon,40,US,1580261366,40,39.47,-118.78,51.8,13.87
491,Valdivia,2,CL,1580261366,51,-39.81,-73.25,57.56,6.2
492,Liuzhou,69,CN,1580261366,78,24.31,109.39,44.15,5.14
493,Borovoy,90,RU,1580261366,92,55.43,86.08,23.0,8.95
494,Mumbwa,2,ZM,1580261367,93,-14.98,27.06,63.03,4.38
495,Nyagan,9,RU,1580261352,94,62.14,65.39,-19.71,4.94
496,Saint George,1,US,1580261103,42,37.1,-113.58,51.01,4.7
497,Yagodnoye,100,RU,1580261367,96,62.55,149.67,-15.2,3.02
498,Inongo,92,CD,1580261367,47,-1.95,18.27,75.36,2.91
499,Paracatu,90,BR,1580261367,91,-17.22,-46.87,68.04,4.38
500,Kainantu,69,PG,1580261367,64,-6.29,145.87,75.29,2.17
501,Pahrump,1,US,1580261368,24,36.21,-115.98,59.0,6.93
502,Lodja,95,CD,1580261368,83,-3.48,23.43,73.08,2.3
503,Kruisfontein,18,ZA,1580261368,77,-34.0,24.73,64.22,11.32
504,Shubarkuduk,71,KZ,1580261368,81,49.14,56.49,4.62,9.73
505,Zhongshu,100,CN,1580261368,98,24.52,103.77,38.08,3.65
506,Bilopillya,22,UA,1580261369,96,51.15,34.31,31.33,6.98
507,Cherdakly,90,RU,1580261369,85,54.36,48.84,12.2,11.18
508,Chatrapur,3,IN,1580261369,95,19.35,84.98,69.28,3.96
509,Savigliano,0,IT,1580261369,81,44.64,7.66,44.01,5.82
510,Ostrovnoy,95,RU,1580261369,99,68.05,39.51,4.37,4.5
511,Stephenville Crossing,75,CA,1580261369,73,48.5,-58.43,26.6,10.29
512,Kokkola,90,FI,1580261370,92,63.83,23.08,28.99,4.7
513,Sokoto,36,NG,1580261370,8,13.06,5.24,68.9,10.94
514,Cherskiy,100,RU,1580261370,97,68.75,161.3,-23.53,6.89
515,Sola,94,VU,1580261370,78,-13.88,167.55,82.4,12.88
516,Marsabit,87,KE,1580261370,60,2.33,37.99,77.67,10.22
517,Rafsanjan,0,IR,1580261370,42,30.41,55.99,38.8,7.94
518,College,1,US,1580261370,74,64.86,-147.8,-13.0,3.49
519,Xambioa,73,BR,1580261371,91,-6.41,-48.54,74.57,2.08
520,Coos Bay,90,US,1580261196,81,43.37,-124.22,53.6,17.22
521,Ahipara,90,NZ,1580261371,95,-35.17,173.17,80.01,1.01
522,Andilamena,100,MG,1580261371,96,-17.02,48.58,66.81,3.51
523,Quang Ngai,89,VN,1580261371,88,15.12,108.8,71.87,11.95
524,Strezhevoy,75,RU,1580261371,75,60.73,77.59,-20.2,8.95
525,Novikovo,100,RU,1580261372,98,51.15,37.89,33.1,6.15
526,Songyuan,99,CN,1580261372,94,45.12,124.86,0.23,9.42
527,Capitan Bado,0,PY,1580261372,65,-23.27,-55.53,76.84,6.82
528,Sistranda,100,NO,1580261372,64,63.73,8.83,37.0,8.05
529,Yarkovo,34,RU,1580261372,98,57.4,67.08,-12.19,5.21
530,Ambon,20,ID,1580261372,52,-3.7,128.18,91.4,5.82
531,Mazatlan,0,MX,1580261208,51,25.2,-99.82,61.38,4.99
532,Vangaindrano,73,MG,1580261372,87,-23.35,47.6,71.4,2.62
533,Oltu,98,TR,1580261373,58,40.55,42.0,23.68,7.45
534,Zhengjiatun,100,CN,1580261373,92,43.51,123.51,3.36,11.83
535,Canutama,100,BR,1580261373,93,-6.53,-64.38,76.1,1.66
536,Trelleborg,75,SE,1580261373,93,55.38,13.16,41.0,5.82
537,Kangaatsiaq,99,GL,1580261373,89,68.31,-53.46,9.79,19.55
538,Teahupoo,40,PF,1580261373,62,-17.83,-149.27,89.6,6.93
539,Baturaja,100,ID,1580261242,97,-4.13,104.17,74.19,0.96
540,Piacabucu,52,BR,1580261374,76,-10.41,-36.43,79.12,7.99
541,Argayash,0,RU,1580261374,76,55.49,60.88,-4.0,4.47
542,Vila Velha,75,BR,1580261079,88,-20.33,-40.29,82.0,10.29
543,Tamandare,26,BR,1580261374,73,-8.76,-35.1,81.34,12.3
544,Huaicheng,33,CN,1580261374,67,23.91,112.19,44.37,2.73
545,Petropavlovsk-Kamchatsky,20,RU,1580261374,73,53.05,158.65,23.0,8.95
546,Samfya,96,ZM,1580261374,95,-11.36,29.56,63.97,3.31
547,Bilibino,100,RU,1580261374,98,68.05,166.44,-1.62,3.65
548,Bara,1,NG,1580261375,17,10.37,10.73,63.28,7.16
549,Artesia,1,US,1580261375,37,33.87,-118.08,70.0,4.7
550,Balclutha,54,NZ,1580261375,79,-46.23,169.75,64.0,4.0
551,Tulum,3,MX,1580261375,89,20.22,-87.47,75.99,1.01
552,Mahanoro,39,MG,1580261375,67,-19.9,48.8,80.01,10.04
553,Hambantota,40,LK,1580261375,100,6.12,81.12,69.8,5.82
554,Katangli,58,RU,1580261375,94,51.71,143.23,4.26,0.49
555,Atar,0,MR,1580261376,20,20.52,-13.05,73.83,11.41
556,Pokrovskoye,100,RU,1580261376,80,47.42,38.9,41.18,12.33
557,San Policarpo,14,PH,1580261376,84,12.18,125.51,77.74,2.98
